ambito,region,provincia,distrito,numero_local,nombre_local,estado_mesa_pdf,numero_mesa,presidencial_estado_acta,presidencial_electores_habiles,presidencial_votos_emitidos,presidencial_votos_validos,presidencial_participacion_pct,presidencial_centro_poblado,presidencial_local_web,presidencial_alianza_electoral_venceremos,presidencial_partido_patriotico_del_peru,presidencial_partido_civico_obras,presidencial_frente_popular_agricola_fia_del_peru,presidencial_partido_democrata_verde,presidencial_partido_del_buen_gobierno,presidencial_partido_politico_peru_accion,presidencial_partido_politico_prin,presidencial_progresemos,presidencial_partido_sicreo,presidencial_partido_pais_para_todos,presidencial_partido_frente_de_la_esperanza_2021,presidencial_partido_politico_nacional_peru_libre,presidencial_partido_ciudadanos_por_el_peru,presidencial_primero_la_gente_comunidad_ecologia_libertad_y_progreso,presidencial_juntos_por_el_peru,presidencial_podemos_peru,presidencial_partido_democratico_federal,presidencial_fe_en_el_peru,presidencial_partido_politico_integridad_democratica,presidencial_fuerza_popular,presidencial_alianza_para_el_progreso,presidencial_partido_politico_cooperacion_popular,presidencial_ahora_nacion_an,presidencial_libertad_popular,presidencial_un_camino_diferente,presidencial_avanza_pais_partido_de_integracion_social,presidencial_peru_moderno,presidencial_partido_politico_peru_primero,presidencial_salvemos_al_peru,presidencial_partido_democratico_somos_peru,presidencial_partido_aprista_peruano,presidencial_renovacion_popular,presidencial_partido_democrata_unido_peru,presidencial_fuerza_y_libertad,presidencial_partido_de_los_trabajadores_y_emprendedores_pte_peru,presidencial_unidad_nacional,presidencial_partido_morado,presidencial_votos_blanco,presidencial_votos_nulos,presidencial_votos_impugnados
PERÚ,CUSCO,LA CONVENCION,MEGANTONI,53506,IE 64553 TICUMPINIA,Por Informar,901884,Para envío al JEE,171,,,0.0,TICUMPINIA,IE 64553 TICUMPINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,CUSCO,LA CONVENCION,MEGANTONI,53506,IE 64553 TICUMPINIA,Por Informar,901885,Para envío al JEE,179,,,0.0,TICUMPINIA,IE 64553 TICUMPINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,CUSCO,QUISPICANCHI,CCATCA,55233,IE ANDAYAQUE,Instalada,901921,Contabilizada,215,190,153,88.372,ANDAYAQUE,IE ANDAYAQUE,3,1,9,0,0,2,1,0,2,0,0,4,5,0,0,107,5,0,0,0,3,0,0,5,0,0,0,1,1,0,2,0,1,0,0,0,1,0,30,7,0
PERÚ,HUANCAVELICA,ACOBAMBA,PAUCARA,7224,IE 36326,Instalada,901978,Para envío al JEE,264,,,0.0,HUACHHUA,IE 36326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANCAVELICA,ANGARAES,LIRCAY,1617,IE RICARDO PALMA,Instalada,902001,Para envío al JEE,276,,,0.0,CARHUAPATA,IE RICARDO PALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANCAVELICA,ANGARAES,ANCHONGA,1618,IE DANIEL ALCIDES CARRION,Instalada,902005,Para envío al JEE,200,,,0.0,SAN PABLO DE OCCO,IE DANIEL ALCIDES CARRION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1587,IE 36097 TANSIRI,Instalada,902079,Contabilizada,68,56,35,82.353,TANSIRI,IE 36097 TANSIRI,2,2,4,0,0,1,0,0,0,0,0,2,1,0,0,12,2,0,0,0,1,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,7,0
PERÚ,HUANCAVELICA,HUAYTARA,PILPICHACA,1693,IE TECNICO AGROPECUARIO ARTESANAL,Instalada,902117,Para envío al JEE,217,,,0.0,LLILLINTA,IE TECNICO AGROPECUARIO ARTESANAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANCAVELICA,CHURCAMPA,ANCO,55142,IE 31345 DOMINGO SAVIO,Instalada,902177,Para envío al JEE,176,,,0.0,SAN ANTONIO DE PAMPASPATA,IE 31345 DOMINGO SAVIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,1751,IE 32743 SANTA ROSA DE LIMA,Instalada,902314,Para envío al JEE,265,,,0.0,SANTA ROSA DE SIRABAMBA,IE 32743 SANTA ROSA DE LIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,AMBO,COLPAS,1770,IEI 32145 JOSE ANTONIO ENCINAS FRANCO,Instalada,902344,Para envío al JEE,246,,,0.0,YAPAC,IEI 32145 JOSE ANTONIO ENCINAS FRANCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,PACHITEA,MOLINO,50136,IE 32617 CALLAGAN,Instalada,902389,Para envío al JEE,259,,,0.0,CALLAGAN,IE 32617 CALLAGAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,MARAÑON,HUACRACHUCO,7218,IEI 176 HUACHUMAY,Instalada,902410,Para envío al JEE,151,,,0.0,HUACHUMAY,IEI 176 HUACHUMAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA,1844,IE 32969 PUERTO SUNGARO,Instalada,902446,Contabilizada,282,212,136,75.177,PUERTO SUNGARO,IE 32969 PUERTO SUNGARO,3,0,12,0,2,1,0,0,0,1,8,0,0,0,2,48,3,2,0,0,31,1,1,3,5,0,0,0,1,1,1,1,5,2,1,1,0,0,52,24,0
PERÚ,HUANUCO,PUERTO INCA,PUERTO INCA,7366,IEI 33039 NUEVO PORVENIR,Instalada,902447,Contabilizada,232,181,126,78.017,NUEVO PORVENIR,IEI 33039 NUEVO PORVENIR,3,2,10,0,0,1,0,0,0,0,2,0,2,0,1,55,2,1,1,0,34,0,1,5,2,0,0,0,0,0,0,2,1,1,0,0,0,0,44,11,0
PERÚ,HUANUCO,LAURICOCHA,JESUS,53596,IEI FERMIN PABLO COZ MARTEL,Instalada,902457,Para envío al JEE,248,,,0.0,PARACSHA,IEI FERMIN PABLO COZ MARTEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,LAURICOCHA,RONDOS,50133,IE MANUEL MARTEL DIAZ - COSMA,Instalada,902465,Para envío al JEE,172,,,0.0,COSMA,IE MANUEL MARTEL DIAZ - COSMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,HUANUCO,YAROWILCA,CHORAS,55217,IE INTEGRADA SAN JOSÉ DE TASHGA,Instalada,902478,Para envío al JEE,270,,,0.0,SAN JOSE DE TASHGA,IE INTEGRADA SAN JOSÉ DE TASHGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,JUNIN,SATIPO,PANGOA,2166,IE 64425 TRES UNIDOS DE MATERENI,Instalada,902511,Para envío al JEE,273,,,0.0,TRES UNIDOS DE MATERENI,IE 64425 TRES UNIDOS DE MATERENI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,JUNIN,SATIPO,RIO TAMBO,7520,IE DANIEL ALCIDES CARRION,Instalada,902561,Para envío al JEE,270,,,0.0,BETANIA,IE DANIEL ALCIDES CARRION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,JUNIN,CHANCHAMAYO,PERENE,2199,IEI PUERTO YURINAKI,Instalada,902583,Para envío al JEE,272,,,0.0,PUERTO YURINAKI,IEI PUERTO YURINAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,JUNIN,CHANCHAMAYO,PERENE,2200,IE ADVENTISTA EBEN EZER,Instalada,902586,Para envío al JEE,187,,,0.0,MARANKIARI,IE ADVENTISTA EBEN EZER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,OTUZCO,CHARAT,2344,IE 80246 JOSE CARLOS MARIATEGUI,Instalada,902686,Contabilizada,213,126,103,59.155,CALLANCAS,IE 80246 JOSE CARLOS MARIATEGUI,4,1,6,0,0,2,1,0,1,1,3,0,2,0,0,16,18,0,0,0,28,5,0,1,1,6,1,1,0,0,1,3,1,0,0,0,0,0,19,4,0
PERÚ,LA LIBERTAD,OTUZCO,SINSICAP,2353,IE 80664 SAN IGNACIO DE LOYOLA,Instalada,902708,Contabilizada,273,183,129,67.033,SAN IGNACIO,IE 80664 SAN IGNACIO DE LOYOLA,3,0,2,0,1,2,1,0,0,1,1,1,3,0,0,72,3,1,1,0,6,9,0,3,1,9,0,0,2,1,0,1,4,1,0,0,0,0,33,21,0
PERÚ,LA LIBERTAD,OTUZCO,SINSICAP,2353,IE 80664 SAN IGNACIO DE LOYOLA,Instalada,902709,Contabilizada,273,186,130,68.132,SAN IGNACIO,IE 80664 SAN IGNACIO DE LOYOLA,2,1,4,0,2,3,0,0,0,0,1,0,1,0,1,60,2,0,0,0,25,11,0,6,0,9,0,0,0,0,0,0,1,0,1,0,0,0,38,18,0
PERÚ,LA LIBERTAD,OTUZCO,USQUIL,6819,IE 80371 ALFONSO ROBLES DE LA CRUZ,Instalada,902725,Contabilizada,272,229,154,84.191,BARRO NEGRO,IE 80371 ALFONSO ROBLES DE LA CRUZ,1,2,8,0,1,0,0,0,0,1,0,2,0,0,1,93,4,0,0,0,26,4,0,2,0,4,0,0,1,0,0,3,0,1,0,0,0,0,53,22,0
PERÚ,LA LIBERTAD,PACASMAYO,GUADALUPE,53623,IE 81563 FRANCISCO SOLANO DEZA ALCANTARA,Instalada,902748,Para envío al JEE,299,,,0.0,LIMONCARRO,IE 81563 FRANCISCO SOLANO DEZA ALCANTARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,ASCOPE,CASA GRANDE,52050,IE VICTOR RAUL HAYA DE LA TORRE,Instalada,902760,Para envío al JEE,295,,,0.0,ROMA,IE VICTOR RAUL HAYA DE LA TORRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,PATAZ,TAYABAMBA,40374,IE LA VICTORIA TÉCNICO AGROPECUARIO,Instalada,902769,Para envío al JEE,253,,,0.0,LA VICTORIA - CHAQUICOCHA,IE LA VICTORIA TÉCNICO AGROPECUARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,PATAZ,CHILLIA,53487,IE 80480 RICARDO PALMA,Instalada,902772,Para envío al JEE,244,,,0.0,HUAYAUCITO,IE 80480 RICARDO PALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,PATAZ,CHILLIA,53496,IEI 80809 CHINCHUPATA,Instalada,902775,Para envío al JEE,188,,,0.0,CHINCHUPATA,IEI 80809 CHINCHUPATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LA LIBERTAD,JULCAN,CALAMARCA,2444,IE 80554 CESAR ABRAHAN VALLEJO MENDOZA,Instalada,902885,Para envío al JEE,243,,,0.0,SICCHAL,IE 80554 CESAR ABRAHAN VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,FERREÑAFE,CAÑARIS,7317,IEIPSM 10776 JUAN VELASCO ALVARADO,Instalada,902933,Para envío al JEE,231,,,0.0,HUAYABAMBA,IEIPSM 10776 JUAN VELASCO ALVARADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,LAMBAYEQUE,OLMOS,50168,IE 10176 DANIEL ALCIDES CARRION GARCIA,Instalada,903020,Para envío al JEE,229,,,0.0,EL PUEBLITO,IE 10176 DANIEL ALCIDES CARRION GARCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LAMBAYEQUE,LAMBAYEQUE,OLMOS,50169,IE 10177 INTEGRADA EL PUENTE,Instalada,903025,Contabilizada,289,228,163,78.893,EL PUENTE,IE 10177 INTEGRADA EL PUENTE,2,3,29,0,3,4,0,0,0,1,3,2,2,0,1,32,9,1,2,0,43,0,0,5,6,0,0,0,1,0,2,2,7,0,0,0,3,0,59,6,0
PERÚ,LIMA,CANTA,SANTA ROSA DE QUIVES,7164,IE 3510 SAN ANTONIO DE PADUA,Instalada,903122,Contabilizada,264,243,166,92.045,SAN ANTONIO TRAPICHE,IE 3510 SAN ANTONIO DE PADUA,3,1,37,0,2,3,0,0,2,1,4,2,1,0,2,22,3,0,1,0,46,2,2,22,0,1,0,0,0,0,1,0,1,5,0,1,1,0,49,28,0
PERÚ,LIMA,LIMA,PACHACAMAC,3004,IE 7102 SAN FRANCISCO DE ASIS,Por Informar,903206,Para envío al JEE,286,,,0.0,MANCHAY,IE 7102 SAN FRANCISCO DE ASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,PACHACAMAC,3004,IE 7102 SAN FRANCISCO DE ASIS,Por Informar,903209,Para envío al JEE,286,,,0.0,MANCHAY,IE 7102 SAN FRANCISCO DE ASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,PACHACAMAC,3004,IE 7102 SAN FRANCISCO DE ASIS,Por Informar,903214,Para envío al JEE,285,,,0.0,MANCHAY,IE 7102 SAN FRANCISCO DE ASIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,PACHACAMAC,7166,IE 7265 JOSE CARLOS MARIATEGUI,Instalada,903216,Para envío al JEE,245,,,0.0,AAHH PORTADA DE MANCHAY - III,IE 7265 JOSE CARLOS MARIATEGUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,PACHACAMAC,7166,IE 7265 JOSE CARLOS MARIATEGUI,Instalada,903217,Para envío al JEE,245,,,0.0,AAHH PORTADA DE MANCHAY - III,IE 7265 JOSE CARLOS MARIATEGUI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,PACHACAMAC,54888,IE PARROQUIAL VIRGEN DEL ROSARIO,Instalada,903231,Para envío al JEE,277,,,0.0,MANCHAY,IE PARROQUIAL VIRGEN DEL ROSARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,LURIGANCHO,2948,IE 1205 ABELARDO QUIÑONEZ,Instalada,903244,Para envío al JEE,274,,,0.0,NIEVERIA,IE 1205 ABELARDO QUIÑONEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,LURIGANCHO,2949,IE 1233 MANUEL FERNANDO CABREL NICHO,Instalada,903249,Para envío al JEE,264,,,0.0,CAJAMARQUILLA,IE 1233 MANUEL FERNANDO CABREL NICHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LIMA,LIMA,LURIGANCHO,2949,IE 1233 MANUEL FERNANDO CABREL NICHO,Instalada,903253,Contabilizada,297,254,211,85.522,CAJAMARQUILLA,IE 1233 MANUEL FERNANDO CABREL NICHO,1,5,26,0,2,25,1,0,0,7,20,5,1,0,5,15,3,0,0,2,35,0,3,15,0,0,0,0,2,0,1,0,32,5,0,0,0,0,35,8,0
PERÚ,LIMA,YAUYOS,VIÑAC,3751,IE INTEGRADO 20196 SAN MIGUEL ARCANGEL,Instalada,903313,Contabilizada,281,193,157,68.683,SAN MIGUEL DE APURI,IE INTEGRADO 20196 SAN MIGUEL ARCANGEL,0,2,8,0,2,1,1,1,1,0,1,1,1,0,0,74,6,1,2,0,30,0,1,17,1,0,0,0,2,1,1,0,0,1,1,0,0,0,27,9,0
PERÚ,LIMA,YAUYOS,CATAHUASI,50182,IEI 20780 SAC CANCHAN,Instalada,903315,Contabilizada,221,192,143,86.878,CACHUY CANCHAN,IEI 20780 SAC CANCHAN,3,5,13,0,0,3,2,0,1,6,6,2,0,0,1,38,1,0,0,2,37,1,2,9,0,0,2,0,0,1,0,0,3,4,0,0,0,1,36,13,0
PERÚ,LORETO,MARISCAL RAMON CASTILLA,YAVARI,3956,IE 60082 MARIA ANTONIETA MENDOZA PINTO,Instalada,903457,Para envío al JEE,260,,,0.0,PUERTO ALEGRIA,IE 60082 MARIA ANTONIETA MENDOZA PINTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,MAYNAS,FERNANDO LORES,50196,IE PADRE SEVERINO DESHAIES,Instalada,903478,Para envío al JEE,291,,,0.0,ROSARIO AUCAYO,IE PADRE SEVERINO DESHAIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,MAYNAS,LAS AMAZONAS,3848,IE 60066 VIRGEN DE LOURDES,Instalada,903481,Para envío al JEE,271,,,0.0,YANASHI,IE 60066 VIRGEN DE LOURDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,MAYNAS,LAS AMAZONAS,3848,IE 60066 VIRGEN DE LOURDES,Instalada,903485,Para envío al JEE,291,,,0.0,YANASHI,IE 60066 VIRGEN DE LOURDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,MAYNAS,LAS AMAZONAS,3848,IE 60066 VIRGEN DE LOURDES,Instalada,903486,Para envío al JEE,291,,,0.0,YANASHI,IE 60066 VIRGEN DE LOURDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,MAYNAS,NAPO,53709,IE 60970,Instalada,903496,Para envío al JEE,237,,,0.0,SAN RAFAEL,IE 60970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,LORETO,URARINAS,3913,IE 60534 CESAR VALLEJO MENDOZA,Instalada,903536,Para envío al JEE,276,,,0.0,CONCORDIA,IE 60534 CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,LORETO,URARINAS,3913,IE 60534 CESAR VALLEJO MENDOZA,Instalada,903538,Para envío al JEE,284,,,0.0,CONCORDIA,IE 60534 CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,LORETO,URARINAS,3913,IE 60534 CESAR VALLEJO MENDOZA,Instalada,903540,Para envío al JEE,284,,,0.0,CONCORDIA,IE 60534 CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,LORETO,URARINAS,3913,IE 60534 CESAR VALLEJO MENDOZA,Instalada,903542,Para envío al JEE,284,,,0.0,CONCORDIA,IE 60534 CESAR VALLEJO MENDOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERÚ,LORETO,LORETO,URARINAS,54915,IE 601455,Instalada,903546,Para envío al JEE,191,,,0.0,SANTA ROSA DE SIAMBA,IE 601455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
